,Name,Sex,Color,C_ID,Generation,Favorite_Song,E_ID,PH_Name,PH_ID,PR_ID
18390,ELEANORE,Hen,Black&White,59029052.0,Gen2,Hocus Pocus,59029052.0,JOSIE,379535793.0,967323615.0
4934,DELMA,Hen,Black&White,17871787.0,Gen2,One of These Nights,17871787.0,ELFREDA,852945005.0,862253912.0
19346,NEOMI,Hen,Black&White,21836540.0,Gen2,Jesus Is Just Alright,21836540.0,BRANDON,462413816.0,600554862.0
7811,LYLA,Hen,Black&White,665199455.0,Gen2,Sultans of Swing,665199455.0,BARBIE,238196972.0,280225309.0
22051,MERRI,Hen,Black&White,407195610.0,Gen2,Margaritaville,407195610.0,CATARINA,468233022.0,34072451.0
22271,BLANCH,Hen,Black&White,160658893.0,Gen2,"Another Park, Another Sunday",160658893.0,GRETCHEN,605672782.0,763066813.0
21109,JULIAN,Hen,Black&White,536836999.0,Gen2,Teacher I Need You,536836999.0,ELLY,986027613.0,119329546.0
15910,GIGI,Hen,Black&White,141018740.0,Gen2,Jet Airliner,141018740.0,MARLEEN,621081892.0,34072451.0
19930,CATALINA,Hen,Black&White,627798131.0,Gen2,Elderly Woman Behind the Counter in a Small Town,627798131.0,CONSUELO,783212318.0,628855526.0
9147,YOKO,Hen,Black&White,653518042.0,Gen2,Live and Let Die,653518042.0,SHARLENE,249446444.0,862253912.0
17344,FARRAH,Hen,Black&White,454982725.0,Gen2,Sunday Bloody Sunday,454982725.0,DELIA,409344934.0,518692123.0
9107,HOA,Hen,Black&White,61499165.0,Gen2,Night Prowler,61499165.0,SONG,38690046.0,287055622.0
20180,SENAIDA,Hen,Black&White,589639309.0,Gen2,Test For Echo,589639309.0,ETHYL,45863615.0,879147425.0
2426,GENNIE,Hen,Black&White,718242424.0,Gen2,Foolin',718242424.0,FERMINA,997044851.0,862253912.0
3673,FONDA,Hen,Black&White,27280722.0,Gen2,Bicycle Race/fat Bottomed Girls,27280722.0,HELLEN,905132962.0,314063231.0
1546,KESHIA,Hen,Black&White,291000524.0,Gen2,Sex Type Thing,291000524.0,RUFINA,34072451.0,762431730.0
11533,ADELE,Hen,Black&White,551433486.0,Gen2,The Rain Song,551433486.0,AKILAH,135192679.0,650882381.0
3976,MELANY,Hen,Black&White,686491099.0,Gen2,Fantasy,686491099.0,AURA,204608118.0,167740021.0
12465,JOSELYN,Hen,Black&White,92257141.0,Gen2,Still You Turn Me On,92257141.0,BARBRA,832570811.0,141566545.0
9851,LEANORA,Hen,Black&White,270940475.0,Gen2,Heaven's On Fire,270940475.0,CLARINE,824725538.0,472295211.0
15661,ANGEL,Hen,Black&White,235636727.0,Gen2,#9 Dream,235636727.0,KARMA,899514543.0,787976750.0
16684,THALIA,Hen,Black&White,270487691.0,Gen2,Bring It On Home,270487691.0,TOWANDA,447173430.0,409300483.0
8897,ELMA,Hen,Black&White,212222484.0,Gen2,Hotel Illness,212222484.0,SONG,38690046.0,553394192.0
20188,JIN,Hen,Black&White,343362860.0,Gen2,Hey Jude (Live),343362860.0,ETHYL,45863615.0,314063231.0
12281,VALARIE,Hen,Black&White,545931318.0,Gen2,Snortin Whiskey,545931318.0,HWA,565418959.0,870351723.0
22000,DELANA,Hen,Black&White,937447100.0,Gen2,Big Log,937447100.0,CATARINA,468233022.0,890606190.0
10426,MEAGHAN,Hen,Black&White,11642347.0,Gen2,Spirits In The Material World,11642347.0,JOHANA,919605639.0,857956630.0
13644,CRISTIE,Hen,Black&White,829668190.0,Gen2,Killer Queen,829668190.0,SALLIE,763377021.0,521167154.0
5174,MAYOLA,Hen,Black&White,695734601.0,Gen2,Get A Haircut,695734601.0,ELFREDA,852945005.0,70708035.0
20137,CHRISTA,Hen,Black&White,177709299.0,Gen2,Welcome To My Nightmare,177709299.0,CONSUELO,783212318.0,141566545.0
16832,MISTI,Hen,Black&White,835358234.0,Gen2,Havin' A Party,835358234.0,AKILAH,527948599.0,314063231.0
10870,IDELL,Hen,Black&White,423886016.0,Gen2,If You Could Only See,423886016.0,YANG,729890819.0,773595312.0
16083,MIA,Hen,Black&White,28222680.0,Gen2,Dr. Feelgood,28222680.0,MARLEEN,621081892.0,650882381.0
22885,THORA,Hen,Black&White,853158999.0,Gen2,Bullet With Butterfly Wings,853158999.0,MARYAM,683759644.0,542838249.0
5514,ALVA,Hen,Black&White,778771441.0,Gen2,Smuggler's Blues,778771441.0,ALINA,148946432.0,457028849.0
4557,ARCELIA,Hen,Black&White,905202979.0,Gen2,Mrs. Robinson,905202979.0,RANA,923804214.0,775121405.0
18538,AKILAH,Hen,Black&White,424970089.0,Gen2,Jet Airliner,424970089.0,JOSIE,379535793.0,773595312.0
12211,ODETTE,Hen,Black&White,609091633.0,Gen2,Medusa,609091633.0,HWA,565418959.0,600554862.0
11388,LUCRETIA,Hen,Black&White,309349586.0,Gen2,I Alone,309349586.0,ROXANNA,224031150.0,773595312.0
8862,REGENA,Hen,Black&White,540361115.0,Gen2,Wild Wild Life,540361115.0,SONG,38690046.0,197873604.0
3720,ALISSA,Hen,Black&White,705633086.0,Gen2,Synchronicity II,705633086.0,HELLEN,905132962.0,890606190.0
17350,LADAWN,Hen,Black&White,207483908.0,Gen2,On a Plain,207483908.0,DELIA,409344934.0,472295211.0
752,LOUIE,Hen,Black&White,307387162.0,Gen2,ALL YOU ZOMBIES,307387162.0,LOLITA,744877899.0,787976750.0
1868,BRIGETTE,Hen,Black&White,312387995.0,Gen2,Home by the Sea/Second Home by the Sea,312387995.0,RUFINA,34072451.0,763066813.0
21033,TAMELA,Hen,Black&White,933021885.0,Gen2,Cinnamon Girl,933021885.0,ELLY,986027613.0,762431730.0
6136,CALLIE,Hen,Black&White,558177146.0,Gen2,I Can't Hold Back,558177146.0,ALEXANDRA,102582398.0,854600776.0
7666,KAMI,Hen,Black&White,374270211.0,Gen2,L.A. Woman,374270211.0,ZORAIDA,830718116.0,767163035.0
4031,NOELIA,Hen,Black&White,497624436.0,Gen2,Jessica,497624436.0,AURA,204608118.0,314063231.0
8756,ESSIE,Hen,Black&White,877450001.0,Gen2,THE CONTINUING STORY OF BUNG,877450001.0,SONG,38690046.0,870351723.0
4438,CLORA,Hen,Black&White,458888166.0,Gen2,Coming Up,458888166.0,RANA,923804214.0,280225309.0
811,LAKENDRA,Hen,Black&White,117298148.0,Gen2,Venus and Mars/Rock Show,117298148.0,LOLITA,744877899.0,866881069.0
12617,SHELLEY,Hen,Black&White,730822906.0,Gen2,Rock & Roll Band,730822906.0,BARBRA,832570811.0,854600776.0
6276,ELIZA,Hen,Black&White,414682436.0,Gen2,While My Guitar Gently Weeps,414682436.0,JONELL,461131488.0,409300483.0
9045,LOMA,Hen,Black&White,521708972.0,Gen2,Mr. Tinkertrain,521708972.0,SONG,38690046.0,967323615.0
18243,KAZUKO,Hen,Black&White,662476797.0,Gen2,Simply Irresistible,662476797.0,JOSIE,379535793.0,141566545.0
23299,ANTONIO,Hen,Black&White,128028593.0,Gen2,Don't Stop Believin',128028593.0,JANETTE,428335380.0,628855526.0
5250,ANTONINA,Hen,Black&White,780398586.0,Gen2,Breakdown,780398586.0,ELFREDA,852945005.0,890606190.0
1014,GUDRUN,Hen,Black&White,619798882.0,Gen2,Roll Over Beethoven,619798882.0,SHAROLYN,59922539.0,767163035.0
2863,KRISTAN,Hen,Black&White,755139256.0,Gen2,Are You Gonna Be My Girl,755139256.0,DEANE,327145316.0,767163035.0
9278,ELSA,Hen,Black&White,411747071.0,Gen2,I Still Haven't Found What I'm Looking For,411747071.0,SHARLENE,249446444.0,457028849.0
15621,KATY,Hen,Black&White,7959157.0,Gen2,Rocket Man,7959157.0,KARMA,899514543.0,775121405.0
10630,BRIANA,Hen,Black&White,503047522.0,Gen2,Crossfire,503047522.0,YANG,729890819.0,280225309.0
3090,IESHA,Hen,Black&White,51945691.0,Gen2,Forever Man,51945691.0,MALORIE,423258457.0,775121405.0
16757,SHANIKA,Hen,Black&White,678241294.0,Gen2,Day Tripper,678241294.0,TOWANDA,447173430.0,473017162.0
13173,MARYBETH,Hen,Black&White,481700991.0,Gen2,Summer Nights,481700991.0,ALAYNA,687466224.0,797726697.0
11878,ENEIDA,Hen,Black&White,415781146.0,Gen2,Rock The Casbah,415781146.0,AKILAH,135192679.0,171198057.0
12456,HATTIE,Hen,Black&White,661239803.0,Gen2,Tonight Tonight (live),661239803.0,BARBRA,832570811.0,933690821.0
2663,JUNIE,Hen,Black&White,252160038.0,Gen2,Freeway Jam,252160038.0,DEANE,327145316.0,509012901.0
19644,ALYSSA,Hen,Black&White,861627211.0,Gen2,Wheels Of Fortune,861627211.0,CONSUELO,783212318.0,879147425.0
19143,CELENA,Hen,Black&White,681302756.0,Gen2,Civil War,681302756.0,ILIANA,598175413.0,862253912.0
23273,JAYMIE,Hen,Black&White,64244348.0,Gen2,Lords of Summer (First Pass Version),64244348.0,JANETTE,428335380.0,141566545.0
4802,LEANNE,Hen,Black&White,104353679.0,Gen2,Strawberry Fields Forever,104353679.0,RANA,923804214.0,618028080.0
8823,LAVINA,Hen,Black&White,30720979.0,Gen2,I Can't Quit You Baby,30720979.0,SONG,38690046.0,955524027.0
16134,KEESHA,Hen,Black&White,995389000.0,Gen2,I CAN SEE CLEARLY NOW,995389000.0,MARLEEN,621081892.0,443353346.0
8046,CLARIBEL,Hen,Black&White,966325166.0,Gen2,Here Comes The Sun,966325166.0,BARBIE,238196972.0,197873604.0
9697,KERRY,Hen,Black&White,163915557.0,Gen2,Sweet Leaf,163915557.0,CLARINE,824725538.0,762431730.0
17360,NORAH,Hen,Black&White,163483302.0,Gen2,Free Me,163483302.0,DELIA,409344934.0,618028080.0
20414,TERRIE,Hen,Black&White,132600178.0,Gen2,PRETTY WOMAN,132600178.0,ETHYL,45863615.0,14586865.0
1810,CANDACE,Hen,Black&White,835396706.0,Gen2,Into The Fire,835396706.0,RUFINA,34072451.0,767163035.0
13949,PROVIDENCIA,Hen,Black&White,323606138.0,Gen2,Hey Jude (Live),323606138.0,OCTAVIA,170093498.0,773595312.0
10615,ROSSIE,Hen,Black&White,111041175.0,Gen2,Love Is Alive,111041175.0,YANG,729890819.0,854600776.0
16088,TIMOTHY,Hen,Black&White,67768768.0,Gen2,Cold Hard Bitch,67768768.0,MARLEEN,621081892.0,690515072.0
2415,FERNE,Hen,Black&White,444786054.0,Gen2,Two Tickets To Paradise,444786054.0,FERMINA,997044851.0,890606190.0
6307,RENATE,Hen,Black&White,704103637.0,Gen2,Just Dropped In,704103637.0,JONELL,461131488.0,287055622.0
19249,PHUNG,Hen,Black&White,667083019.0,Gen2,Rio,667083019.0,BRANDON,462413816.0,955524027.0
21507,CHRISTAL,Hen,Black&White,540731527.0,Gen2,Pride And Joy,540731527.0,KANISHA,1363281.0,443353346.0
17576,SHARITA,Hen,Black&White,933308645.0,Gen2,Freeze-frame,933308645.0,DELIA,409344934.0,141566545.0
15800,DESIREE,Hen,Black&White,39400010.0,Gen2,Boulevard Of Broken Dreams,39400010.0,KARMA,899514543.0,823242036.0
20853,RAE,Hen,Black&White,494788962.0,Gen2,"Baby, Please Don't Go",494788962.0,ELLY,986027613.0,216432846.0
20680,GLADIS,Hen,Black&White,991274420.0,Gen2,What It's Like,991274420.0,ELLY,986027613.0,141566545.0
17995,MAGDALEN,Hen,Black&White,477437948.0,Gen2,Crocodile Rock,477437948.0,STEPHANIE,162244863.0,628855526.0
6996,ASHLEA,Hen,Black&White,272474662.0,Gen2,Tired of Waiting,272474662.0,PENELOPE,525986311.0,955524027.0
5649,ARIEL,Hen,Black&White,821429806.0,Gen2,Casey Jones,821429806.0,ALINA,148946432.0,102634120.0
15953,MAYOLA,Hen,Black&White,579030417.0,Gen2,Free for All,579030417.0,MARLEEN,621081892.0,30363405.0
21270,KARENA,Hen,Black&White,908377952.0,Gen2,Jump,908377952.0,KANISHA,1363281.0,553394192.0
18628,KEMBERLY,Hen,Black&White,85757281.0,Gen2,Mutha (Don't Wanna Go To School Today),85757281.0,JOSIE,379535793.0,933690821.0
14694,LARRY,Hen,Black&White,525616423.0,Gen2,Roll Me Away,525616423.0,RUBIE,733533272.0,773595312.0
1160,MAVIS,Hen,Black&White,95732645.0,Gen2,Dogs,95732645.0,SHAROLYN,59922539.0,521167154.0
4995,KARENA,Hen,Black&White,882043536.0,Gen2,Kings and Queens,882043536.0,ELFREDA,852945005.0,797726697.0
19571,ANN,Hen,Black&White,966406004.0,Gen2,Live and Let Die,966406004.0,BRANDON,462413816.0,287055622.0
14840,BRIDGET,Hen,Black&White,1599079.0,Gen2,Medicated Goo,1599079.0,RUBIE,733533272.0,789856705.0
14733,PAIGE,Hen,Black&White,576828475.0,Gen2,Cry Sister,576828475.0,RUBIE,733533272.0,521167154.0
16570,TISHA,Hen,Black&White,585776966.0,Gen2,Bucks Boogie,585776966.0,TOWANDA,447173430.0,550261202.0
10087,ZORA,Hen,Black&White,410338926.0,Gen2,The Passenger,410338926.0,JOHANA,919605639.0,167740021.0
2605,ZELLA,Hen,Black&White,381967685.0,Gen2,Holiday,381967685.0,DEANE,327145316.0,141566545.0
10984,HARRIETT,Hen,Black&White,468993710.0,Gen2,Hotel Illness,468993710.0,YANG,729890819.0,472295211.0
13688,CHRISTENA,Hen,Black&White,408314948.0,Gen2,Roam,408314948.0,SALLIE,763377021.0,509012901.0
8202,NU,Hen,Black&White,932427221.0,Gen2,Iron Man,932427221.0,GIANNA,590450352.0,473017162.0
10455,MARIETTE,Hen,Black&White,440395540.0,Gen2,How Can I Refuse,440395540.0,JOHANA,919605639.0,280225309.0
21501,KAZUKO,Hen,Black&White,738496640.0,Gen2,Dance the Night Away,738496640.0,KANISHA,1363281.0,280225309.0
14518,FRED,Hen,Black&White,462448056.0,Gen2,YOU'VE GOT A FRIEND,462448056.0,RUBIE,733533272.0,457028849.0
14318,KATHERYN,Hen,Black&White,344711171.0,Gen2,In the Evening,344711171.0,OCTAVIA,170093498.0,789856705.0
17789,JADA,Hen,Black&White,935872535.0,Gen2,Little By Little,935872535.0,STEPHANIE,162244863.0,870351723.0
12980,SOPHIA,Hen,Black&White,572931666.0,Gen2,Headed For A Heartbreak,572931666.0,ALAYNA,687466224.0,690515072.0
9405,MARCY,Hen,Black&White,148040481.0,Gen2,Listen To What The Man Says,148040481.0,SHARLENE,249446444.0,618028080.0
9974,ANGELINE,Hen,Black&White,890011934.0,Gen2,Man On The Corner,890011934.0,CLARINE,824725538.0,171198057.0
1489,JULEE,Hen,Black&White,471283726.0,Gen2,Your're Sixteen,471283726.0,RUFINA,34072451.0,443353346.0
74,KENIA,Hen,Black&White,319286953.0,Gen2,Sweet Home Alabama,319286953.0,GWENN,884986770.0,628855526.0
3209,SHIRELY,Hen,Black&White,418000781.0,Gen2,Down Under,418000781.0,MALORIE,423258457.0,870351723.0
11577,LINNIE,Hen,Black&White,581432548.0,Gen2,Are You Gonna Go My Way,581432548.0,AKILAH,135192679.0,167740021.0
18647,LIZ,Hen,Black&White,947929516.0,Gen2,Modern Love,947929516.0,JOSIE,379535793.0,690515072.0
5182,KELLIE,Hen,Black&White,900522641.0,Gen2,Do It Again,900522641.0,ELFREDA,852945005.0,216432846.0
21559,KATHYRN,Hen,Black&White,956573566.0,Gen2,Funk #49,956573566.0,KANISHA,1363281.0,518692123.0
7107,MICHAEL,Hen,Black&White,772310266.0,Gen2,You Can Call Me Al,772310266.0,PENELOPE,525986311.0,70708035.0
12794,JAYME,Hen,Black&White,515073950.0,Gen2,Cum On Feel the Noize,515073950.0,BARBRA,832570811.0,287055622.0
4867,JOSHUA,Hen,Black&White,371490244.0,Gen2,Blitzkrieg Bop,371490244.0,ELFREDA,852945005.0,457028849.0
10720,MAHALIA,Hen,Black&White,852519230.0,Gen2,She Loves My Automobile,852519230.0,YANG,729890819.0,762431730.0
15448,JOSELYN,Hen,Black&White,996665216.0,Gen2,The Ballad Of Curtis Loew,996665216.0,KARMA,899514543.0,216432846.0
17672,YOLANDO,Hen,Black&White,687490914.0,Gen2,Eye of the Tiger,687490914.0,DELIA,409344934.0,800981516.0
14137,MALORIE,Hen,Black&White,780070639.0,Gen2,Good Riddance (Time Of Your Life),780070639.0,OCTAVIA,170093498.0,866881069.0
9855,DANYELLE,Hen,Black&White,639027410.0,Gen2,ANYTIME AT ALL,639027410.0,CLARINE,824725538.0,933690821.0
6742,LOUELLA,Hen,Black&White,148255648.0,Gen2,Live and Let Die,148255648.0,PENELOPE,525986311.0,628855526.0
16838,MARIAH,Hen,Black&White,191478587.0,Gen2,Life's Been Good,191478587.0,AKILAH,527948599.0,167740021.0
19252,PHYLICIA,Hen,Black&White,572959221.0,Gen2,Heartbreaker,572959221.0,BRANDON,462413816.0,542838249.0
8685,STORMY,Hen,Black&White,27909915.0,Gen2,Green River,27909915.0,SONG,38690046.0,600554862.0
14963,HANH,Hen,Black&White,561922956.0,Gen2,Wayside,561922956.0,AI,734213689.0,849068796.0
3626,ARLETTE,Hen,Black&White,960492748.0,Gen2,Trippin' on a Hole in a Paper Heart,960492748.0,HELLEN,905132962.0,854600776.0
4011,KRISTAN,Hen,Black&White,554201133.0,Gen2,Blinded By the Light,554201133.0,AURA,204608118.0,171198057.0
1362,JAYMIE,Hen,Black&White,877731578.0,Gen2,Rockin' Into the Night,877731578.0,SHAROLYN,59922539.0,14586865.0
14893,JACQUELIN,Hen,Black&White,721826185.0,Gen2,"Rock And Roll, Hoochie Koo",721826185.0,AI,734213689.0,280225309.0
4306,SHAUNDA,Hen,Black&White,232176968.0,Gen2,Let Me Take You Home Tonight,232176968.0,AURA,204608118.0,287055622.0
6712,LORENZA,Hen,Black&White,235140575.0,Gen2,Sgt. Pepper's Lonely Hearts Club Band (Reprise),235140575.0,JONELL,461131488.0,762431730.0
22208,EVELYNE,Hen,Black&White,964497768.0,Gen2,JOHNNY B. GOODE,964497768.0,GRETCHEN,605672782.0,763066813.0
13281,MYRIAM,Hen,Black&White,978333337.0,Gen2,Loser,978333337.0,ALAYNA,687466224.0,536339090.0
20684,AIMEE,Hen,Black&White,277767271.0,Gen2,Pulling Mussels,277767271.0,ELLY,986027613.0,30363405.0
4123,MAISIE,Hen,Black&White,33584998.0,Gen2,Clampdown,33584998.0,AURA,204608118.0,618028080.0
23211,RHONA,Hen,Black&White,459871090.0,Gen2,I Thank You,459871090.0,JANETTE,428335380.0,171198057.0
18668,MICHELE,Hen,Black&White,283094309.0,Gen2,Working for the Weekend,283094309.0,JOSIE,379535793.0,409300483.0
7268,ALVERTA,Hen,Black&White,92459357.0,Gen2,Strawberry Fields Forever,92459357.0,ZORAIDA,830718116.0,167740021.0
22758,RONALD,Hen,Black&White,79902212.0,Gen2,Lady Madonna,79902212.0,MARYAM,683759644.0,102634120.0
19046,BRITANY,Hen,Black&White,195561297.0,Gen2,Leave It,195561297.0,ILIANA,598175413.0,34072451.0
14952,DEANDRA,Hen,Black&White,455842178.0,Gen2,Young Lust,455842178.0,AI,734213689.0,287055622.0
8371,JOY,Hen,Black&White,781500615.0,Gen2,Seagull,781500615.0,GIANNA,590450352.0,800981516.0
18320,EVIA,Hen,Black&White,999017422.0,Gen2,Yellow Ledbetter,999017422.0,JOSIE,379535793.0,550261202.0
5252,RHEBA,Hen,Black&White,634872467.0,Gen2,Under Pressure,634872467.0,ELFREDA,852945005.0,775121405.0
14012,VENETTA,Hen,Black&White,872809777.0,Gen2,Jackie Wilson Said,872809777.0,OCTAVIA,170093498.0,197873604.0
6905,SHERIDAN,Hen,Black&White,403794374.0,Gen2,Lucy In The Sky With Diamonds,403794374.0,PENELOPE,525986311.0,509012901.0
23259,JUSTA,Hen,Black&White,605660286.0,Gen2,Stay with Me,605660286.0,JANETTE,428335380.0,870351723.0
15865,BONITA,Hen,Black&White,110632645.0,Gen2,Us and Them,110632645.0,MARLEEN,621081892.0,550261202.0
8138,MICKEY,Hen,Black&White,694227188.0,Gen2,In The Mood,694227188.0,BARBIE,238196972.0,890606190.0
18821,CAROLIN,Hen,Black&White,920219833.0,Gen2,Under My Wheels,920219833.0,ILIANA,598175413.0,862253912.0
18612,LINN,Hen,Black&White,721821573.0,Gen2,Dust In The Wind,721821573.0,JOSIE,379535793.0,797726697.0
16780,TEREASA,Hen,Black&White,224502423.0,Gen2,Green Onions,224502423.0,TOWANDA,447173430.0,102634120.0
2577,LAREE,Hen,Black&White,820847481.0,Gen2,Beds Are Burning,820847481.0,DEANE,327145316.0,14586865.0
19258,STEFANY,Hen,Black&White,894747063.0,Gen2,Takin' Care Of Business,894747063.0,BRANDON,462413816.0,34072451.0
12789,JOYCE,Hen,Black&White,687552155.0,Gen2,One,687552155.0,BARBRA,832570811.0,600554862.0
2580,NANETTE,Hen,Black&White,3915027.0,Gen2,Crocodile Rock,3915027.0,DEANE,327145316.0,509012901.0
7369,CORDELIA,Hen,Black&White,144752650.0,Gen2,Living in the U.S.A.,144752650.0,ZORAIDA,830718116.0,933690821.0
22137,LOU,Hen,Black&White,182425332.0,Gen2,I'm the Only One,182425332.0,GRETCHEN,605672782.0,280225309.0
19894,KYRA,Hen,Black&White,234970877.0,Gen2,No Sugar Tonight / New Mother Nature,234970877.0,CONSUELO,783212318.0,797726697.0
22887,JENNINE,Hen,Black&White,613241995.0,Gen2,Come Together,613241995.0,MARYAM,683759644.0,870351723.0
6895,Cody,Rooster,Black&White,867695926.0,Gen2,Arnold Layne,867695926.0,PENELOPE,525986311.0,30363405.0
11403,Cody,Rooster,Black&White,876133955.0,Gen2,To Hell With the Devil,876133955.0,ROXANNA,224031150.0,787976750.0
21194,Nikhil,Rooster,Black&White,291846482.0,Gen2,Lay Down Sally,291846482.0,KANISHA,1363281.0,521167154.0
18268,Domenic,Rooster,Black&White,610029253.0,Gen2,Fly,610029253.0,JOSIE,379535793.0,866881069.0
20226,Johnathan,Rooster,Black&White,400081450.0,Gen2,Born In the U.S.A.,400081450.0,ETHYL,45863615.0,775121405.0
10276,Kenyon,Rooster,Black&White,107396303.0,Gen2,Coming Home,107396303.0,JOHANA,919605639.0,787976750.0
977,Samir,Rooster,Black&White,382507486.0,Gen2,Intruder/ Pretty Woman,382507486.0,LOLITA,744877899.0,280225309.0
14621,Quinton,Rooster,Black&White,368423118.0,Gen2,Solsbury Hill,368423118.0,RUBIE,733533272.0,879147425.0
8646,Emanuel,Rooster,Black&White,447008221.0,Gen2,Right Down the Line,447008221.0,SONG,38690046.0,787976750.0
13266,Mike,Rooster,Black&White,116868816.0,Gen2,Too Late for Love,116868816.0,ALAYNA,687466224.0,141566545.0
23483,Nasir,Rooster,Black&White,385715119.0,Gen2,Cowboy,385715119.0,JANETTE,428335380.0,141566545.0
13134,Wade,Rooster,Black&White,394088811.0,Gen2,Seventeen,394088811.0,ALAYNA,687466224.0,518692123.0
18767,Scott,Rooster,Black&White,964350220.0,Gen2,Paint It Black,964350220.0,ILIANA,598175413.0,457028849.0
3741,Efren,Rooster,Black&White,896538278.0,Gen2,Civil War,896538278.0,HELLEN,905132962.0,521167154.0
7158,Rolando,Rooster,Black&White,452175624.0,Gen2,Rock Steady,452175624.0,PENELOPE,525986311.0,789856705.0
15087,Craig,Rooster,Black&White,825009879.0,Gen2,Cecilia,825009879.0,AI,734213689.0,857956630.0
11145,Guy,Rooster,Black&White,617922881.0,Gen2,Carry On Wayward Son,617922881.0,ROXANNA,224031150.0,34072451.0
15319,Kody,Rooster,Black&White,778023365.0,Gen2,Friends Of Mine,778023365.0,KARMA,899514543.0,457028849.0
8090,Kevin,Rooster,Black&White,718010740.0,Gen2,Miss You,718010740.0,BARBIE,238196972.0,518692123.0
14232,Kayden,Rooster,Black&White,44390138.0,Gen2,She's The One,44390138.0,OCTAVIA,170093498.0,773595312.0
20499,Jaxon,Rooster,Black&White,818729619.0,Gen2,Fooled around and Fell in Love,818729619.0,ETHYL,45863615.0,870351723.0
17546,Brayden,Rooster,Black&White,643133545.0,Gen2,What Do All The People Know,643133545.0,DELIA,409344934.0,280225309.0
1038,Rogelio,Rooster,Black&White,886918629.0,Gen2,Empty Spaces,886918629.0,SHAROLYN,59922539.0,862253912.0
16165,Kylan,Rooster,Black&White,225685635.0,Gen2,"Somehow, Somewhere, Someway",225685635.0,MARLEEN,621081892.0,550261202.0
21713,Drake,Rooster,Black&White,539880589.0,Gen2,Check It Out,539880589.0,CATARINA,468233022.0,862253912.0
298,Bryson,Rooster,Black&White,894650348.0,Gen2,Tired of Waiting,894650348.0,GWENN,884986770.0,767163035.0
1139,Marc,Rooster,Black&White,139604495.0,Gen2,We're Ready,139604495.0,SHAROLYN,59922539.0,787976750.0
12549,Lukas,Rooster,Black&White,882478628.0,Gen2,TV Dinners,882478628.0,BARBRA,832570811.0,141566545.0
18744,Lukas,Rooster,Black&White,996920976.0,Gen2,AS FAR AS YOU CAN SEE (AS MU,996920976.0,ILIANA,598175413.0,773595312.0
7899,Jacoby,Rooster,Black&White,627871241.0,Gen2,Green Eyed Lady,627871241.0,BARBIE,238196972.0,890606190.0
18636,Damion,Rooster,Black&White,952650159.0,Gen2,Same Ol' Situation,952650159.0,JOSIE,379535793.0,762431730.0
17439,Demarcus,Rooster,Black&White,583133873.0,Gen2,Right Place Wrong Time,583133873.0,DELIA,409344934.0,967323615.0
1339,Rick,Rooster,Black&White,730193743.0,Gen2,Don't Stop Me Now,730193743.0,SHAROLYN,59922539.0,280225309.0
364,Xander,Rooster,Black&White,348404523.0,Gen2,Fooled around and Fell in Love,348404523.0,GWENN,884986770.0,787976750.0
15128,Austin,Rooster,Black&White,747732585.0,Gen2,Oye Como Va,747732585.0,AI,734213689.0,280225309.0
9606,German,Rooster,Black&White,65327689.0,Gen2,Athena,65327689.0,SHARLENE,249446444.0,34072451.0
6818,Dillon,Rooster,Black&White,297915350.0,Gen2,Witchy Woman,297915350.0,PENELOPE,525986311.0,542838249.0
17329,Bronson,Rooster,Black&White,48517495.0,Gen2,Superman,48517495.0,DELIA,409344934.0,34072451.0
13505,Mario,Rooster,Black&White,974659194.0,Gen2,No One to Run With,974659194.0,SALLIE,763377021.0,102634120.0
8071,Pierre,Rooster,Black&White,621766109.0,Gen2,Diamond Dogs,621766109.0,BARBIE,238196972.0,854600776.0
21733,Nicolas,Rooster,Black&White,523293484.0,Gen2,Kashmir,523293484.0,CATARINA,468233022.0,509012901.0
12477,Mariano,Rooster,Black&White,289848196.0,Gen2,Alabama Getaway,289848196.0,BARBRA,832570811.0,314063231.0
22462,Nickolas,Rooster,Black&White,676585643.0,Gen2,Close My Eyes Forever,676585643.0,GRETCHEN,605672782.0,473017162.0
13442,Benny,Rooster,Black&White,71083435.0,Gen2,Ohio,71083435.0,SALLIE,763377021.0,857956630.0
9336,Tommy,Rooster,Black&White,627843110.0,Gen2,Loco-Motion,627843110.0,SHARLENE,249446444.0,787976750.0
8017,Felix,Rooster,Black&White,688249220.0,Gen2,Down On the Corner,688249220.0,BARBIE,238196972.0,443353346.0
18081,Dillon,Rooster,Black&White,904341476.0,Gen2,Invincible,904341476.0,STEPHANIE,162244863.0,550261202.0
5436,Cooper,Rooster,Black&White,128368274.0,Gen2,Hold On,128368274.0,ALINA,148946432.0,409300483.0
16754,Marlon,Rooster,Black&White,884761029.0,Gen2,The Last Worthless Evening,884761029.0,TOWANDA,447173430.0,34072451.0
5709,Koby,Rooster,Black&White,309759602.0,Gen2,Positively 4th Street,309759602.0,ALINA,148946432.0,409300483.0
15056,Darian,Rooster,Black&White,800633121.0,Gen2,Smokin' in the Boys Room,800633121.0,AI,734213689.0,890606190.0
1352,Cody,Rooster,Black&White,545129097.0,Gen2,No No Song,545129097.0,SHAROLYN,59922539.0,767163035.0
14177,Andreas,Rooster,Black&White,958776630.0,Gen2,I Love Rock 'n Roll,958776630.0,OCTAVIA,170093498.0,600554862.0
